task_id,difficulty,hint,status,example_number,candidate_index,is_top1,input_grid,output_grid,pred_output_grid,correct,parse_error,num_candidates_returned,task_top1_hit,task_topk_hit,error
1f85a75f,Easy,"Clearly, one different color is clustered together.",ok,1,6,False,"[[0,0,1,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0],[0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,1,1,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,1,3,0,0,0,0,0,0],[0,0,8,0,0,0,0,0,0,8,0,0,1,0,0,0,8,0,0,0,3,0,0,3,0,0,0,0,0,8],[1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,8,0,8,0,0,3],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8],[0,8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,3],[0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,3,0,0,0,8,0,0,3,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0],[0,1,8,0,0,3,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,1,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0],[0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,1,0,0,0],[0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0],[0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,2,2,2,0,8,3,0,0,0,0],[1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0],[0,0,0,0,0,0,8,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,1,0,0,3,0,0,0,0,8,0,0,0],[0,0,0,0,0,0,8,0,8,0,0,1,1,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0],[0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,1,0,0,8,0,3,0,3,0,0],[0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,8,0,3,1,0,1,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0],[0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3]]","[[0,2,2,2],[2,2,0,2],[2,2,0,2],[0,2,2,2]]","[[8,8,8],[8,8,8],[8,0,8],[8,8,8],[8,8,8]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,1,True,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[0,0,0,0,0,3,0,0,9,0],[0,0,0,0,3,0,0,9,0,0],[0,0,0,3,0,0,9,0,0,0],[0,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,2,False,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[0,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,3,False,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[0,0,0,0,0,3,0,0,9,0],[0,0,0,0,3,0,0,9,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,4,False,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[0,0,0,0,0,3,0,0,9,0],[0,0,0,0,3,0,0,9,0,0],[0,0,0,3,0,0,9,0,0,0],[0,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,5,False,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[0,0,0,0,0,3,0,0,9,0],[0,0,0,0,3,0,0,9,0,0],[0,0,0,3,0,0,9,0,0,0],[0,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
1f876c06,Easy,Connect the lines.,ok,1,6,False,"[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,3,0,0,9,0,0,0],[6,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,4],[0,0,0,0,0,0,0,0,0,0],[0,0,0,6,0,0,7,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[7,0,0,0,0,3,0,0,9,0],[0,7,0,0,3,0,0,9,0,0],[0,0,7,3,0,0,9,0,0,0],[6,0,0,7,0,0,0,0,0,0],[0,6,0,0,7,0,0,0,0,4],[0,0,6,0,0,7,0,0,4,0],[0,0,0,6,0,0,7,4,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,0,0,0,0]]","[[0,0,0,0,0,0,3,0,0,9],[0,0,0,0,0,3,0,0,9,0],[0,0,0,0,3,0,0,9,0,0],[0,0,0,3,0,0,9,0,0,0],[0,0,3,0,0,9,0,0,0,0],[0,3,0,0,9,0,0,0,0,4],[3,0,0,9,0,0,0,0,4,0],[0,0,9,0,0,0,7,4,0,0],[0,9,0,0,0,7,4,0,0,0],[9,0,0,0,7,4,0,0,0,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,1,True,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,4,4,4,4],[0,4,4,4,4,4,4,4,4,7],[0,4,4,4,4,4,4,4,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,0,0],[0,0,3,3,3,3,3,0,0,0],[0,0,0,3,3,3,0,0,0,0],[0,0,0,3,3,3,0,0,0,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,2,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,0,0,0,0],[0,4,4,4,4,0,0,0,0,7],[0,4,4,4,0,0,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,3,0],[0,0,3,3,3,3,3,3,0,0],[0,0,0,3,3,3,3,0,0,0],[0,0,0,3,3,3,3,0,0,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,3,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,0,0,0,0],[0,4,4,4,4,0,0,0,0,0],[0,4,4,4,0,0,0,0,0,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,3,3],[0,0,3,3,3,3,3,3,3,0],[0,0,0,3,3,3,3,3,0,0],[0,0,0,3,3,3,3,3,0,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,4,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,4,4,4,4],[0,4,4,4,4,4,4,4,4,4],[0,4,4,4,4,4,4,4,4,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,3,3],[0,0,3,3,3,3,3,3,3,3],[0,0,0,3,3,3,3,3,0,0],[0,0,0,3,3,3,3,3,0,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,5,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,4,4,4,0],[0,4,4,4,4,4,4,4,0,0],[0,4,4,4,4,4,4,0,0,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,3,3],[0,0,3,3,3,3,3,3,3,3],[0,0,0,3,3,3,3,3,3,0],[0,0,0,3,3,3,3,3,3,0]]",False,,6,False,False,
22168020,Medium,A metaphor: filling a cup with water.,ok,1,6,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,4,0,0,0,0,0,0],[0,4,4,0,7,0,0,0,0,7],[0,4,4,0,0,7,0,0,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,0,0,0,0,3,0,0,0],[0,0,3,0,0,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,0,0,0,0,0,0],[0,4,4,0,7,7,7,7,7,7],[0,4,4,0,0,7,7,7,7,0],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,0,0,0],[0,0,3,3,3,3,0,0,0,0],[0,0,0,3,3,0,0,0,0,0],[0,0,0,3,3,0,0,0,0,0]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,4,4,4,4],[0,4,4,4,4,4,4,4,4,4],[0,4,4,4,4,4,4,4,4,4],[0,0,0,0,0,0,7,7,0,0],[0,0,0,0,0,0,7,7,0,0],[0,3,3,3,3,3,3,3,3,3],[0,0,3,3,3,3,3,3,3,3],[0,0,0,3,3,3,3,3,3,3],[0,0,0,3,3,3,3,3,3,3]]",False,,6,False,False,
22eb0ac0,Easy,Pair and connect.,ok,1,1,True,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,4,4,4,4,4,4,4,4,4],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]",False,,6,False,False,
22eb0ac0,Easy,Pair and connect.,ok,1,2,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]",False,,6,False,False,
22eb0ac0,Easy,Pair and connect.,ok,1,3,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,2,2,2,2,2,2,2,2,2],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]",False,,6,False,False,
22eb0ac0,Easy,Pair and connect.,ok,1,4,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]",False,,6,False,False,
22eb0ac0,Easy,Pair and connect.,ok,1,5,False,"[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,3,3,3,3,3,3,3,3,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,6,6,6,6,6,6,6,6,6],[0,0,0,0,0,0,0,0,0,0],[9,0,0,0,0,0,0,0,0,4]]","[[0,0,0,0,0,0,0,0,0,0],[4,0,0,0,0,0,0,0,0,2],[0,0,0,0,0,0,0,0,0,0],[3,0,0,0,0,0,0,0,0,3],[0,0,0,0,0,0,0,0,0,0],[2,0,0,0,0,0,0,0,0,9],[0,0,0,0,0,0,0,0,0,0],[6,0,0,0,0,0,0,0,0,6],[0,0,0,0,0,0,0,0,0,0],[9,9,9,9,9,9,9,9,9,9]]",False,,6,False,False,
