experiment_order,experiment_folder,experiment_name,task_id,difficulty,test_examples,correct_test_examples,example_accuracy,task_correct,specificity_score,specificity_per_100_words,color_terms,spatial_terms,action_terms,object_terms,condition_terms,word_count,sentence_count,avg_sentence_length,hypothesis
0,2_hypo_program,Hypothesis + Program,1f876c06,Easy,1,0,0.0,False,31,28.440366972477065,5,3,3,12,8,109,4,27.25,"Describing the input grid: The input is a 10x10 grid containing a few nonzero colored cells of several different colors, with the rest black.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each nonzero cell at position (r, c), draw that same color on the main diagonal position (r+c, c) if it stays within the grid; equivalently, shift each colored cell downward by its column index while keeping the column fixed. If multiple shifted cells overlap, keep the color from the cell that lands there last in reading order."
0,2_hypo_program,Hypothesis + Program,22168020,Medium,1,1,1.0,True,28,32.94117647058823,3,6,1,12,6,85,3,28.333333333333332,"Describing the input grid: The input contains two 4x4 colored patterns of the same color, one above and one below a horizontal separator region of black cells.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each colored pattern, extend every row of the pattern horizontally from its leftmost colored cell to its rightmost colored cell, keeping the original colored rows and leaving all other rows unchanged."
0,2_hypo_program,Hypothesis + Program,22eb0ac0,Easy,1,1,1.0,True,24,30.37974683544304,4,4,2,6,8,79,3,26.333333333333332,"Describing the input grid: The input is a 10x10 grid where each of the four nonzero rows represents a pair of endpoint colors.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each nonzero row, if the two endpoint colors are the same, fill the entire row with that color; if the two endpoint colors are different, leave the row unchanged."
0,2_hypo_program,Hypothesis + Program,239be575,Medium,2,1,0.5,False,28,38.35616438356164,14,0,1,10,3,73,4,18.25,"Describing the input grid: The input is a rectangular grid containing only black (0), teal (8), and red (2) cells.
Describing the size of the output grid: The output is always a 1x1 grid.
Describing how to transform the grid: Count the total number of teal cells and the total number of red cells in the input. If teal cells are more numerous than red cells, output [[8]]; otherwise output [[0]]."
0,2_hypo_program,Hypothesis + Program,253bf280,Easy,1,1,1.0,True,32,40.0,7,5,2,14,4,80,4,20.0,"Describing the input grid: The input contains cyan cells (8) that act as anchors in an empty grid.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For every row or column that contains two or more cyan anchors, replace the cells between consecutive anchors with green (3), producing a straight horizontal or vertical green segment connecting the anchors. Keep all cyan anchor cells unchanged."
0,2_hypo_program,Hypothesis + Program,25d8a9c8,Medium,1,0,0.0,False,26,31.32530120481928,8,5,2,7,4,83,4,20.75,"Describing the input grid: The input is a 3x3 grid containing one full horizontal row of a repeated “separator” color and two other rows of arbitrary colors.
Describing the size of the output grid: The output grid has the same 3x3 size as the input.
Describing how to transform the grid: Find the row whose three cells are all the same color. In the output, keep that entire row as grey (5) and turn every other cell black (0)."
0,2_hypo_program,Hypothesis + Program,25ff71a9,Easy,2,2,1.0,True,28,36.84210526315789,3,7,3,10,5,76,4,19.0,"Describing the input grid: The input is a small grid containing one colored 1-cell-thick horizontal or slanted pattern made of nonzero cells.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Shift every nonzero cell one row downward, keeping the same column, and replace the top row with zeros. If a cell would move beyond the bottom edge, discard it."
0,2_hypo_program,Hypothesis + Program,28e73c20,Easy,1,0,0.0,False,27,27.835051546391753,3,9,2,8,5,97,4,24.25,"Describing the input grid: The input is an all-black square grid whose size determines the output.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Fill the outer border with green. Then draw a single continuous green path that begins at the top-left corner, runs along the top row to the right edge, then proceeds downward along the right edge, then leftward along the bottom region, and continues inward in a clockwise spiral with one-cell turns, leaving all non-path interior cells black."
0,2_hypo_program,Hypothesis + Program,2c608aff,Medium,1,0,0.0,False,28,26.168224299065418,0,6,1,13,8,107,4,26.75,"Describing the input grid: The grid is divided into regions by a dominant background color, and one region contains a compact filled shape while other matching-color pixels are scattered elsewhere.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Copy the filled shape’s color onto every cell in the same row as each scattered matching-color pixel, but only across the horizontal span occupied by the filled shape. In effect, each scattered pixel “projects” its color horizontally until it reaches the rectangle’s left or right edge, creating a partial row extension."
0,2_hypo_program,Hypothesis + Program,3428a4f5,Hard,2,0,0.0,False,45,38.46153846153847,20,7,0,14,4,117,5,23.4,"Describing the input grid: The input contains two 5x5 grids of 2s and 0s, separated by a horizontal line of 4s.
Describing the size of the output grid: The output is a 6x5 grid.
Describing how to transform the grid: Split the input into the top 5x5 grid and the bottom 5x5 grid. For each cell, output green 3 if exactly one of the two corresponding cells is 2, using the top grid cell and the bottom grid cell in the same position; otherwise output black 0. Then compress the 5x5 comparison result by removing the middle row, producing a 6x5 output."
0,2_hypo_program,Hypothesis + Program,39e1d7f9,Easy,1,0,0.0,False,28,25.925925925925924,2,5,10,4,7,108,6,18.0,"Describing the input grid: The input consists of a tiled arrangement separated by a horizontal bar, where each tile is a 3x3 block that may be empty or filled with one color.
Describing the size of the output grid: The output has the same dimensions as the input.
Describing how to transform the grid: For each tile position, compare the top tile and the bottom tile in the same column of tiles. If exactly one of the two tiles is non-empty, copy that non-empty tile into both positions. If both are non-empty, swap their colors between the two positions. If both are empty, leave both empty."
0,2_hypo_program,Hypothesis + Program,3ac3eb23,Easy,1,0,0.0,False,20,25.0,5,2,1,10,2,80,3,26.666666666666668,"Describing the input grid: The input contains a small seed pattern in the top-left corner, with the rest of the grid empty.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Tile the entire grid by repeating the top-left 2x2 block both horizontally and vertically across the whole canvas, preserving the original nonzero colors in their positions within that 2x2 block."
0,2_hypo_program,Hypothesis + Program,3bd67248,Medium,1,1,1.0,True,34,35.051546391752574,3,11,4,10,6,97,5,19.4,"Describing the input grid: The input is a grid with one nonzero-colored first column and the rest of the cells empty, except that the first column color identifies the object.
Describing the size of the output grid: The output grid has the same number of rows and columns as the input grid.
Describing how to transform the grid: Keep the first column unchanged. Fill the bottom row with yellow. Place red cells on the anti-diagonal of the remaining rows, starting at the top-right corner and moving one step down-left each row, while leaving all other cells black."
0,2_hypo_program,Hypothesis + Program,3de23699,Medium,1,0,0.0,False,23,19.491525423728813,0,5,2,12,4,118,4,29.5,"Describing the input grid: The input has a large empty canvas containing a colored configuration that can be decomposed into a set of occupied cells relative to a local coordinate frame.
Describing the size of the output grid: The output grid size equals the width and height of the occupied-cell pattern after removing all empty margins.
Describing how to transform the grid: Extract the non-black cells of the main colored configuration, trim away all-black rows and columns, and then compress the remaining pattern by removing any row or column that contains only background between occupied parts. Preserve the relative arrangement of the colored cells, but output them on the smallest grid that still represents the same connectivity pattern."
0,2_hypo_program,Hypothesis + Program,444801d8,Easy,1,1,1.0,True,19,20.0,4,3,2,7,3,95,3,31.666666666666668,"Describing the input grid: The input contains 5x5 framed motifs where the interior seed color indicates a fill operation to be applied to the motif.
Describing the size of the output grid: The output has the same size as the input grid.
Describing how to transform the grid: For each motif, fill the top border row and the 3x3 inner square with the seed color, but do not overwrite any cells that are already part of the outer frame’s side borders; the frame’s side borders remain their original color."
0,2_hypo_program,Hypothesis + Program,44d8ac46,Easy,1,0,0.0,False,34,29.059829059829063,15,2,1,14,2,117,4,29.25,"Describing the input grid: The input contains several 4x4 hollow/filled square patterns made of color 5, separated by rows or columns of 0s.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each 4x4 pattern, compare it to the corresponding 4x4 pattern in the other half of the grid (top-left with top-right, and bottom-left with bottom-right). Any cell that is 5 in one pattern but 0 in the paired pattern is changed to 2 in the output; cells that are 5 in both remain 5; cells that are 0 in both remain 0."
0,2_hypo_program,Hypothesis + Program,46f33fce,Medium,1,0,0.0,False,31,31.313131313131315,13,3,2,11,2,99,4,24.75,"Describing the input grid: The input is a 10x10 sparse grid where each colored cell indicates the corner of a larger region.
Describing the size of the output grid: The output is a 20x20 grid.
Describing how to transform the grid: Double the coordinate system and then expand each nonzero cell into a 4x4 block of its color, so that a cell at input coordinate (r, c) fills output rows 2r through 2r+3 and columns 2c through 2c+3. Empty input cells do not produce any output color."
0,2_hypo_program,Hypothesis + Program,48d8fb45,Easy,1,1,1.0,True,31,30.097087378640776,11,1,2,14,3,103,3,34.333333333333336,"Describing the input grid: In the input, there are several 3x3 blocks of a single color arranged in different positions, with one grey cell acting as a selector.
Describing the size of the output grid: The output grid is always 3x3.
Describing how to transform the grid: Locate the 3x3 block whose colored cells are in the same connected component as the grey cell’s nearest colored cell, then output that block normalized so its colored cells are shifted into a 3x3 canvas and recolored to the block color, preserving the exact black/non-black layout."
0,2_hypo_program,Hypothesis + Program,4938f0c2,Medium,1,0,0.0,False,32,32.6530612244898,3,9,2,13,5,98,3,32.666666666666664,"Describing the input grid: The input contains two 4x4 blocks of colored cells placed above and below a horizontal divider row of 4s.
Describing the size of the output grid: The output grid keeps the same size as the input grid.
Describing how to transform the grid: Reflect the entire grid across the horizontal line through the separator row, but preserve only the colored cells from the reflected positions while leaving existing colored cells unchanged; this produces vertical symmetry with the top block repeated at the bottom and the bottom block repeated at the top."
0,2_hypo_program,Hypothesis + Program,496994bd,Easy,1,0,0.0,False,27,24.770642201834864,2,11,4,7,3,109,3,36.333333333333336,"Describing the input grid: The input is a rectangular grid whose top rows contain a short vertical stack of nonzero color bands, followed by a large block of black cells.
Describing the size of the output grid: The output grid has the same number of columns as the input, and its height is the same as the input.
Describing how to transform the grid: Copy the input unchanged, then fill the last two rows by mirroring the first two non-black rows from the top in reverse order: the second-to-last row becomes a copy of the second row, and the last row becomes a copy of the first row."
0,2_hypo_program,Hypothesis + Program,4be741c5,Medium,1,0,0.0,False,17,16.666666666666664,0,5,0,8,4,102,4,25.5,"Describing the input grid: The input is a square grid partitioned into several solid-color square/rectangular regions, each region using a different color.
Describing the size of the output grid: The output is a single-column grid whose height equals the number of distinct non-background colors present in the input, ordered by their first appearance from top to bottom.
Describing how to transform the grid: Scan the input from top to bottom and record each new color the first time it appears, ignoring repeated occurrences of the same color. Write those colors into the output as one cell per row in that order."
0,2_hypo_program,Hypothesis + Program,4c5c2cf0,Easy,1,0,0.0,False,32,29.906542056074763,5,9,0,11,7,107,4,26.75,"Describing the input grid: The input contains a top 4x4 colored motif and a bottom 4x4 colored motif separated by a horizontal row of 4s.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each non-background cell in the top motif, place the same color at the vertically mirrored position below the divider; for each non-background cell in the bottom motif, place the same color at the vertically mirrored position above the divider. This creates a full top-bottom symmetric completion while preserving the original divider row."
0,2_hypo_program,Hypothesis + Program,50846271,Hard,1,0,0.0,False,30,31.57894736842105,10,3,1,12,4,95,4,23.75,"Describing the input grid: The input contains one or more 4x4 blocks of non-background cells separated by a full horizontal divider row of 4s.
Describing the size of the output grid: The output grid has the same dimensions as the 4x4 blocks.
Describing how to transform the grid: Split the input at the row of 4s into two 4x4 grids. Compare them cell-by-cell: if a cell is the same in both grids, put 0 in the output; if the cells differ, put 3 in the output."
0,2_hypo_program,Hypothesis + Program,50cb2852,Easy,1,0,0.0,False,20,25.97402597402597,3,1,2,9,5,77,5,15.4,"Describing the input grid: The input consists of colored rectangular regions whose border cells define the shape, with black background separating them.
Describing the size of the output grid: The output has the same size as the input grid.
Describing how to transform the grid: For each rectangle, identify its interior by eroding the rectangle by one cell from all sides. Then fill that eroded interior with teal (8). Rectangles with no interior after erosion remain unchanged."
0,2_hypo_program,Hypothesis + Program,54d82841,Easy,1,0,0.0,False,28,29.78723404255319,10,0,2,9,7,94,4,23.5,"Describing the input grid: The input contains one or more colored 2x3 or 2x4 “frame” shapes made of a nonzero color, with empty space elsewhere.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: For every nonzero cell in the input, keep it unchanged unless it belongs to a fully enclosed 2x2 interior of a frame; for each such enclosed interior cell, replace it with yellow (4). All other cells remain the same."
0,2_hypo_program,Hypothesis + Program,5c0a986e,Easy,1,0,0.0,False,30,28.037383177570092,6,5,1,13,5,107,4,26.75,"Describing the input grid: The input contains one or more small colored 2x2 blocks placed on a 10x10 background of zeros.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each colored 2x2 block, draw a diagonal trail of the same color starting from the block and extending away from the other colored block(s) in the grid. The trail is placed along the main diagonal direction toward the nearest empty corner, and it stops when it reaches the grid edge or another colored block."
0,2_hypo_program,Hypothesis + Program,5c2c9af4,Expert,1,0,0.0,False,23,24.731182795698924,3,8,1,8,3,93,3,31.0,"Describing the input grid: The input contains a sparse 23x23 grid with several isolated colored pixels arranged so that their row/column positions matter.
Describing the size of the output grid: The output grid is the same size as the input grid.
Describing how to transform the grid: For each colored pixel in the input, copy its color into the entire row and entire column that contain it, and then combine all such filled rows and columns into the output, keeping background cells black where no copied row or column passes."
0,2_hypo_program,Hypothesis + Program,5daaa586,Medium,1,0,0.0,False,25,18.796992481203006,1,10,1,11,2,133,5,26.6,"Describing the input grid: The input contains two long divider lines: one horizontal and one vertical, each made of a single color, and the non-divider cells contain a pattern in the four quadrants.
Describing the size of the output grid: The output size equals the size of the bottom-right quadrant plus one row and one column for the divider lines.
Describing how to transform the grid: Extract the bottom-right quadrant defined by the intersection of the horizontal and vertical divider lines. Then build the output by placing the horizontal divider color as the first row, the vertical divider color as the first column, and filling the remaining cells with the bottom-right quadrant contents. Cells in the interior that are not part of the extracted quadrant remain black unless occupied by the copied pattern."
0,2_hypo_program,Hypothesis + Program,60b61512,Easy,1,0,0.0,False,42,41.17647058823529,19,1,0,16,6,102,4,25.5,"Describing the input grid: The input contains two separate 3x3 blocks of yellow cells placed in different locations on a 9x9 canvas, with black cells elsewhere.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: For each 3x3 yellow block, examine its pattern of yellow and black cells. Any black cell that is orthogonally adjacent to at least two yellow cells within that same 3x3 block becomes orange; all yellow cells remain yellow and all other cells stay black."
0,2_hypo_program,Hypothesis + Program,623ea044,Easy,1,1,1.0,True,28,24.778761061946902,3,2,3,16,4,113,4,28.25,"Describing the input grid: The input is a mostly empty square grid with one or more nonzero cells, usually a single colored cell acting as a seed.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Find the nonzero seed cell and fill the entire grid with a diagonal mirror pattern centered on that cell: every cell at the same Chebyshev distance from the seed along the two diagonals receives the seed color, creating an X-shaped symmetry pattern. If there are multiple seeds, use the unique nonzero cell of the input as the center of the generated pattern."
0,2_hypo_program,Hypothesis + Program,63613498,Hard,1,0,0.0,False,33,35.1063829787234,14,0,3,11,5,94,5,18.8,"Describing the input grid: The input contains a 10x10 grid with a 4x4 separator made of color 5, splitting the grid into four 4x4 quadrants that contain colored shapes on a black background.
Describing the size of the output grid: The output grid keeps the same 10x10 size.
Describing how to transform the grid: Leave the top-left, top-right, and bottom-left quadrants unchanged. In the bottom-right quadrant, replace every non-black cell by 5 while keeping black cells as 0. The separator line of 5s stays unchanged."
0,2_hypo_program,Hypothesis + Program,6773b310,Medium,1,0,0.0,False,36,37.5,10,6,1,14,5,96,4,24.0,"Describing the input grid: The input contains two 3x3 regions of colored cells separated by horizontal divider lines, and the task is to identify where the two regions differ.
Describing the size of the output grid: The output grid is 3x3.
Describing how to transform the grid: Split the input into the top 3x3 region and the bottom 3x3 region. For each cell position, output 1 only when the top cell and bottom cell are different in color status and the top cell is colored; otherwise output 0."
0,2_hypo_program,Hypothesis + Program,67a423a3,Easy,1,0,0.0,False,30,31.914893617021278,7,2,3,14,4,94,5,18.8,"Describing the input grid: The grid contains a single colored cross-like structure: one full horizontal or vertical line of a nonzero color, with another orthogonal line or partial pattern intersecting it.
Describing the size of the output grid: The output grid has the same size as the input grid.
Describing how to transform the grid: Find the intersection cell of the main colored lines. Expand that intersection into a 3x3 yellow block centered on the intersection, but only write yellow into cells that are currently black. Keep all original nonzero cells unchanged."
0,2_hypo_program,Hypothesis + Program,6cf79266,Easy,1,0,0.0,False,36,28.799999999999997,15,4,5,8,4,125,4,31.25,"Describing the input grid: The input is a 20x20 grid split into four 5x20 horizontal bands, with the first band and third band using one nonzero color and the second band and fourth band using another nonzero color.
Describing the size of the output grid: The output grid keeps the same 20x20 size.
Describing how to transform the grid: Compare the 4x4 subpattern formed by taking only the non-background cells from the first 5-row band with the 4x4 subpattern from the third 5-row band, and likewise compare the second and fourth bands. Wherever the two corresponding subpatterns differ, replace the differing cells in the lower band with green; otherwise leave the cells unchanged."
0,2_hypo_program,Hypothesis + Program,6e02f1e3,Easy,1,0,0.0,False,19,26.76056338028169,6,2,1,7,3,71,4,17.75,"Describing the input grid: The input is a 3x3 grid filled with two non-black colors.
Describing the size of the output grid: The output is also a 3x3 grid.
Describing how to transform the grid: Identify the color that occupies the top row of the input. Output 5 in every cell whose color is the same as the top-row color, and output 0 in every other cell."
0,2_hypo_program,Hypothesis + Program,72322fa7,Medium,1,0,0.0,False,27,29.03225806451613,2,4,1,14,6,93,3,31.0,"Describing the input grid: The input contains four sparse patterns, each occupying a distinct quadrant, and each pattern uses one dominant color plus occasional accent colors.
Describing the size of the output grid: The output grid keeps the same height and width as the input grid.
Describing how to transform the grid: Reflect the entire arrangement across both the horizontal and vertical center lines, but only for the nonzero cells: every colored cell is moved to the position obtained by rotating the grid 180 degrees around the center, while background cells remain background."
0,2_hypo_program,Hypothesis + Program,73251a56,Hard,1,0,0.0,False,34,35.051546391752574,5,8,2,14,5,97,5,19.4,"Describing the input grid: The input is composed of two equal-size square blocks above and below a divider row of 4s. The top block and bottom block share the same nonzero color layout except that the bottom block has missing cells marked 0.
Describing the size of the output grid: The output has the same dimensions as the input.
Describing how to transform the grid: Copy the top block into the bottom block cell-by-cell, but only where the bottom block currently has 0; leave any nonzero bottom-block cells unchanged. The top block is not modified."
0,2_hypo_program,Hypothesis + Program,7468f01a,Medium,1,0,0.0,False,19,21.59090909090909,2,3,1,10,3,88,4,22.0,"Describing the input grid: The input contains one non-black rectangular pattern, usually embedded in a larger black canvas. The pattern is made of two colors: a background color and a second color marking a small motif inside it.
Describing the size of the output grid: The output is the tight bounding box around the non-black pattern, with all surrounding black rows and columns removed.
Describing how to transform the grid: Crop the input to the smallest rectangle that contains all non-black cells, keeping the original cell colors unchanged."
0,2_hypo_program,Hypothesis + Program,776ffc46,Easy,1,0,0.0,False,32,28.31858407079646,4,0,3,17,8,113,6,18.833333333333332,"Describing the input grid: The input contains several isolated objects in a large grid, where some objects are blue, some are red, and some are grey; the relevant objects are the ones that appear as a pair across different quadrants.
Describing the size of the output grid: The output grid keeps the same size as the input grid.
Describing how to transform the grid: Compare objects of the same geometry across the grid. If an object has an equivalent object elsewhere in the input with a different color, change the object to green in the output. If no differently colored equivalent exists, leave the object unchanged. All object shapes and locations stay fixed."
0,2_hypo_program,Hypothesis + Program,780d0b14,Easy,1,0,0.0,False,29,21.16788321167883,16,1,0,6,6,137,5,27.4,"Describing the input grid: The input contains four square panels separated by a full row of zeros: the top-left panel uses one color, the top-right panel uses another, the bottom-left panel uses a third, and the bottom-right panel uses a fourth.
Describing the size of the output grid: The output grid is 2x2 when the input has 4x4 panels, 3x2 when the input has 5x5/6x6 panels, and generally one cell per panel.
Describing how to transform the grid: For each panel, check whether the panel is symmetric under a 180-degree rotation. If it is symmetric, place the panel’s color in the output cell; otherwise place 0. The output is arranged in the same 2x2 / 3x2 layout as the four panels."
0,2_hypo_program,Hypothesis + Program,794b24be,Easy,2,0,0.0,False,35,43.20987654320987,11,3,3,11,7,81,4,20.25,"Describing the input grid: The input is a 3x3 grid containing blue cells and black cells.
Describing the size of the output grid: The output is also a 3x3 grid.
Describing how to transform the grid: Replace every blue cell with red. Then, for each column, if that column contains at least one blue cell in the input, fill every cell in that same column with red in the output; otherwise leave only the replaced red cells."
0,2_hypo_program,Hypothesis + Program,7b6016b9,Easy,1,0,0.0,False,29,25.892857142857146,2,3,5,12,7,112,5,22.4,"Describing the input grid: The input contains several 8-connected line drawings made of one color, separated by a full horizontal divider line of another color.
Describing the size of the output grid: The output has the same size as the input grid.
Describing how to transform the grid: Identify each connected drawing above and below the divider. For every cell that belongs to any drawing, recolor it by comparing the corresponding cell positions in the two halves: if the upper and lower drawings both have a colored cell at that position, keep the original color; if only one half has a colored cell there, recolor it green. Leave background cells unchanged."
0,2_hypo_program,Hypothesis + Program,7ddcd7ec,Easy,1,0,0.0,False,21,33.33333333333333,5,0,3,10,3,63,3,21.0,"Describing the input grid: The input contains one colored object made of nonzero cells on an otherwise black square grid.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Find the nonzero cells in the input and keep them in place, but recolor every nonzero cell to green."
0,2_hypo_program,Hypothesis + Program,7fe24cdd,Medium,1,1,1.0,True,15,18.75,9,0,0,6,0,80,4,20.0,"Describing the input grid: The input is a square 3x3 grid.
Describing the size of the output grid: The output grid is 6x6.
Describing how to transform the grid: Form the output by tiling four transformed versions of the input: top-left is the original, top-right is rotated 90 degrees clockwise, bottom-left is rotated 90 degrees counterclockwise, and bottom-right is rotated 180 degrees. The four quadrants are assembled in that order into a 2x2 block."
0,2_hypo_program,Hypothesis + Program,80af3007,Hard,1,0,0.0,False,29,24.369747899159663,10,0,2,15,2,119,4,29.75,"Describing the input grid: In the input, there is a collection of same-colored rectangular blocks arranged so that each block corresponds to one cell of a larger 3x3 symbolic grid.
Describing the size of the output grid: The output grid is 9x9.
Describing how to transform the grid: Identify the bounding arrangement of the nine blocks, then downsample the whole structure by a factor of 2 in both dimensions using nearest-neighbor-style block sampling: every 2x2 area in the input becomes one cell in the output, with nonzero cells becoming the block color and zero cells staying zero. This produces a 9x9 image that preserves the arrangement of the original blocks."
0,2_hypo_program,Hypothesis + Program,88a10436,Easy,1,0,0.0,False,22,25.287356321839084,2,3,1,15,1,87,3,29.0,"Describing the input grid: The grid contains a single colored pattern in the upper-left or upper-right area and one isolated gray marker elsewhere.
Describing the size of the output grid: The output grid has the same dimensions as the input grid.
Describing how to transform the grid: Find the colored pattern nearest to the gray marker, then duplicate that entire pattern so that its top-left cell is placed at the cell directly below the marker and one column to the left, leaving the original pattern in place."
